date,open,high,low,close,Volume USD
2019-01-01 00:00:00,3694.72,3703.25,3683.45,3693.83,328535.3215326384
2019-01-01 01:00:00,3692.89,3699.35,3676.13,3681.18,374299.7640447609
2019-01-01 02:00:00,3681.18,3683.55,3665.0,3678.24,397852.7625508972
2019-01-01 03:00:00,3680.84,3686.73,3678.12,3681.1,667635.194527522
2019-01-01 04:00:00,3681.1,3702.04,3679.63,3679.73,697732.7257787468
2019-01-01 05:00:00,3683.23,3692.85,3679.63,3689.96,422082.0502839976
2019-01-01 06:00:00,3690.85,3694.74,3686.11,3691.63,477533.0931393524
2019-01-01 07:00:00,3691.63,3716.79,3689.56,3700.05,842348.4794258553
2019-01-01 08:00:00,3700.05,3725.58,3698.83,3715.09,696037.0446864753
2019-01-01 09:00:00,3714.25,3715.09,3690.78,3696.85,1238911.5699479708
2019-01-01 10:00:00,3698.85,3711.63,3694.75,3705.73,349346.98638321675
2019-01-01 11:00:00,3706.86,3721.15,3700.0,3700.0,1795532.0309874055
2019-01-01 12:00:00,3699.52,3716.21,3694.63,3713.02,673860.4095466043
2019-01-01 13:00:00,3710.86,3747.68,3705.91,3718.28,549394.6191662729
2019-01-01 14:00:00,3711.69,3720.07,3670.72,3698.35,917621.8578395414
2019-01-01 15:00:00,3691.65,3694.44,3668.26,3682.26,381060.6064953972
2019-01-01 16:00:00,3682.73,3692.53,3674.35,3691.41,280646.2535408194
2019-01-01 17:00:00,3690.96,3699.53,3675.64,3685.88,706685.19844497
2019-01-01 18:00:00,3685.88,3685.88,3629.66,3659.81,1385655.8253014244
2019-01-01 19:00:00,3659.35,3702.47,3659.35,3696.58,437689.9645012223
2019-01-01 20:00:00,3698.79,3745.25,3696.78,3729.06,1409789.2264958946
2019-01-01 21:00:00,3723.08,3735.38,3713.49,3717.59,929505.164167606
2019-01-01 22:00:00,3717.59,3728.34,3703.19,3715.37,866128.6152005207
2019-01-01 23:00:00,3715.37,3845.46,3713.82,3823.44,2265990.7564823315
2019-01-02 00:00:00,3825.41,3836.89,3788.63,3801.68,896289.9240864756
2019-01-02 01:00:00,3802.16,3810.18,3788.62,3795.93,765692.1034818474
2019-01-02 02:00:00,3793.73,3803.91,3791.0,3799.59,330414.68684095214
2019-01-02 03:00:00,3800.0,3813.03,3795.08,3796.62,234508.96393487402
2019-01-02 04:00:00,3799.12,3803.0,3790.84,3797.84,274658.7852415046
2019-01-02 05:00:00,3797.58,3803.64,3789.73,3797.97,310625.30230068543
2019-01-02 06:00:00,3797.97,3799.5,3770.0,3779.64,722041.4017168288
2019-01-02 07:00:00,3779.64,3800.27,3779.64,3796.89,443039.0070734477
2019-01-02 08:00:00,3796.9,3814.7,3790.51,3805.86,1259913.9834040552
2019-01-02 09:00:00,3804.86,3808.0,3786.2,3793.93,1303864.9168440357
2019-01-02 10:00:00,3795.66,3810.18,3785.69,3810.09,602969.0968013675
2019-01-02 11:00:00,3810.09,3829.87,3798.8,3810.44,1177379.1657447694
2019-01-02 12:00:00,3810.43,3815.41,3795.0,3815.41,580896.7874570735
2019-01-02 13:00:00,3815.38,3863.39,3809.16,3839.8,1195387.790122921
2019-01-02 14:00:00,3841.51,3845.76,3813.11,3828.55,1245294.9015782964
2019-01-02 15:00:00,3828.63,3835.35,3809.21,3815.27,916022.6211935837
2019-01-02 16:00:00,3815.27,3890.0,3813.5,3845.92,1942139.9423529801
2019-01-02 17:00:00,3848.15,3866.64,3836.35,3853.76,707892.5726141459
2019-01-02 18:00:00,3853.76,3855.72,3834.61,3850.0,868935.9196246623
