date,open,high,low,close,Volume USD
2018-01-01,13841.01,13941.75,12801.38,13443.41,102744133.78039272
2018-01-02,13394.2,15257.53,12910.58,14678.94,229127940.10242346
2018-01-03,14670.96,15500.0,14546.28,15155.62,183665830.33239445
2018-01-04,15155.62,15430.27,14192.37,15143.67,222200072.48043856
2018-01-05,15143.67,17200.0,14810.0,16928.0,259737630.09351984
2018-01-06,16927.99,17234.99,16220.0,17149.67,158400753.50449216
2018-01-07,17142.43,17149.97,15707.16,16124.02,141550022.5419077
2018-01-08,16173.98,16300.0,13900.0,14999.99,251927819.23645684
2018-01-09,14999.99,15367.18,14123.97,14403.51,204617326.16898364
2018-01-10,14403.51,14900.0,13412.0,14890.02,261233575.46091333
2018-01-11,14899.99,14973.07,12800.0,13243.83,266908403.4964497
2018-01-12,13249.99,14152.19,12807.27,13781.41,183419250.24918813
2018-01-13,13829.28,14619.1,13789.42,14197.78,106601194.90357715
2018-01-14,14197.78,14365.81,13072.22,13647.99,102719947.3327729
2018-01-15,13647.99,14394.36,13429.25,13607.04,131051718.12871855
2018-01-16,13581.66,13607.04,10162.0,11386.34,457745893.9101632
2018-01-17,11393.97,11794.07,9222.0,11191.35,433198759.492193
2018-01-18,11199.0,12146.0,10693.0,11247.57,256106174.5427531
2018-01-19,11290.9,12050.39,11025.18,11552.0,151835912.74645478
2018-01-20,11560.82,13052.12,11515.94,12775.99,128914690.26537676
2018-01-21,12782.99,12791.88,11100.0,11558.87,137158411.72184944
2018-01-22,11558.87,11910.78,10028.41,10808.99,186000397.5449764
2018-01-23,10810.0,11409.87,9927.54,10851.82,184384005.65392286
2018-01-24,10848.99,11500.0,10488.13,11400.96,128804993.99233498
2018-01-25,11400.98,11741.82,10868.57,11155.54,115410746.62127848
2018-01-26,11140.01,11635.0,10263.32,11092.95,164038322.26722696
2018-01-27,11093.74,11630.47,10815.84,11446.54,116365911.04040511
2018-01-28,11446.54,11989.15,11360.52,11685.58,116517688.48593971
2018-01-29,11685.58,11820.01,10991.0,11162.62,112802335.91922186
2018-01-30,11162.62,11222.36,9731.2,9971.0,219153328.21417093
